id,name,brand,price,created
767,non-volatile,Sauer Inc,890,1999-05-23T09:50:38Z
768,time-frame,Schultz Group,9343,2012-04-28T19:27:52Z
769,throughput,Vandervort-Hagenes,1327,2015-01-12T21:31:05Z
770,tangible,Kulas-Daniel,9132,2013-07-29T21:51:13Z
771,zero administration,Hand-Mueller,4661,2017-10-10T07:38:44Z
772,Front-line,"Oberbrunner, Turner and Daniel",6846,2009-02-27T09:28:13Z
773,intangible,"Greenfelder, Cummings and Von",9651,2013-09-17T14:38:50Z
774,productivity,Reilly-Wuckert,5372,2012-03-01T12:39:21Z
775,Function-based,"Lemke, Medhurst and Langworth",4255,2003-12-21T05:24:15Z
776,Synergized,Ziemann Group,7529,2017-12-23T14:09:09Z
777,Reduced,Zieme LLC,8493,2010-09-26T00:59:44Z
778,Compatible,Batz Group,5838,2020-03-04T18:31:54Z
779,analyzing,Murphy LLC,7942,2011-06-20T14:11:33Z
780,intranet,Runte-Stokes,4240,2008-12-04T19:20:17Z
781,solution,"Baumbach, Okuneva and Feil",8249,2011-08-09T07:51:43Z
782,Monitored,Conroy-Barton,5398,1999-12-25T17:02:28Z
783,Open-architected,Hessel Group,2169,2005-07-24T03:16:15Z
784,Open-source,"Kertzmann, Funk and Howell",2088,2001-01-07T12:22:05Z
785,capacity,"Heidenreich, Weber and Altenwerth",7509,2015-02-01T13:35:20Z
786,eco-centric,Bogan-Mertz,1685,2000-07-12T11:02:28Z
787,Reactive,Gaylord-Hammes,8204,2007-09-03T07:58:10Z
788,service-desk,"Greenfelder, Crooks and Streich",5508,2018-05-17T07:21:59Z
789,tangible,Baumbach Group,9453,2016-07-26T11:14:47Z
790,Expanded,"Crist, Heller and Goldner",2620,2017-01-21T18:15:15Z
791,Multi-tiered,Williamson-Rohan,8560,2015-01-23T01:22:07Z
792,fault-tolerant,Runte and Sons,4686,2004-07-02T05:48:23Z
793,Visionary,Wolf-Jacobs,8287,2002-07-29T19:48:48Z
794,Future-proofed,Mraz-Stamm,4445,1999-04-28T22:35:34Z
795,implementation,Volkman-Nader,6099,2015-01-22T07:24:46Z
796,Multi-lateral,Collins Group,8078,2011-10-24T04:09:42Z
797,client-driven,"Monahan, Mohr and Effertz",5238,2010-04-20T05:27:57Z
798,database,"Konopelski, Rempel and Wisoky",4538,2020-10-27T20:17:35Z
799,Self-enabling,Botsford-Witting,9024,2016-05-25T06:48:06Z
800,Networked,Romaguera-Wiza,2205,2005-02-18T20:48:35Z
801,transitional,"Halvorson, Strosin and O'Reilly",736,2018-08-24T12:42:37Z
802,synergy,Kuhic and Sons,3187,2006-04-15T08:07:59Z
803,capability,Hahn-Gorczany,2705,2001-05-17T11:16:04Z
804,holistic,Bosco-Kuhn,6412,2019-07-27T14:51:38Z
805,Reactive,Barrows Group,2502,2018-06-10T23:44:43Z
806,maximized,Fay and Sons,7943,2015-04-13T15:25:07Z
807,Function-based,"Kreiger, Crist and Altenwerth",4072,2000-03-10T19:18:36Z
808,solution,Parisian Group,78,2010-03-26T19:58:19Z
809,Right-sized,"King, Bergnaum and Harber",5733,2013-11-24T07:15:24Z
810,Automated,Schimmel and Sons,8445,2000-02-07T04:34:35Z
811,Ergonomic,Mills-Turcotte,1042,2010-09-08T20:00:22Z
812,responsive,Pagac LLC,1479,2003-09-18T01:20:07Z
813,Optimized,"Metz, Wisozk and Bradtke",3177,2003-09-21T08:40:23Z
814,database,Weissnat LLC,1494,2004-04-26T00:51:43Z
815,attitude,Hauck-Hirthe,6206,2010-05-25T19:01:19Z
816,algorithm,Wyman-Hintz,4861,2015-12-10T10:26:19Z
817,Implemented,Braun Inc,680,2018-11-10T21:38:27Z
818,Compatible,Hagenes Inc,9923,2017-02-04T15:17:39Z
819,Right-sized,"Kassulke, Reichel and Harber",8035,2019-03-07T15:06:16Z
820,leverage,Schroeder LLC,3123,2015-09-14T01:18:01Z
821,infrastructure,Jacobi Inc,9957,2000-06-26T08:09:08Z
822,Enterprise-wide,O'Keefe and Sons,4550,2005-07-25T02:25:48Z
823,web-enabled,"Mueller, Collins and Medhurst",2919,2014-03-08T04:29:48Z
824,maximized,"Stroman, Upton and Cassin",3730,2010-10-16T17:34:18Z
825,collaboration,Lebsack LLC,5107,2002-10-16T19:03:48Z
826,Fully-configurable,"Effertz, McKenzie and Nienow",2787,2010-11-04T11:53:06Z
827,web-enabled,Stamm-Witting,1176,1999-06-24T15:32:04Z
828,Face to face,Balistreri Group,1090,2012-12-14T23:00:48Z
829,Implemented,Lakin-Kling,9588,2003-03-19T23:28:11Z
830,product,Halvorson and Sons,3078,2001-09-19T03:19:06Z
831,Devolved,Hoppe LLC,1933,2018-07-07T12:43:56Z
832,implementation,Torp-Nolan,625,2014-11-06T13:38:28Z
833,Adaptive,Kuhn Group,4256,2017-01-07T10:12:47Z
834,user-facing,Morar and Sons,8642,2004-08-13T00:36:06Z
835,orchestration,O'Conner-Kreiger,1337,2019-07-05T19:17:35Z
836,holistic,Weimann and Sons,3870,2006-01-10T11:55:22Z
837,attitude-oriented,Heathcote-Waters,9222,2001-01-28T15:08:54Z
838,application,"Koelpin, Lehner and Wilkinson",3238,2013-08-01T23:28:10Z
839,algorithm,Morissette-Ritchie,9923,2015-10-27T09:33:43Z
840,interactive,"Gottlieb, Carter and Kulas",9381,2019-08-15T18:02:45Z
841,system-worthy,Blick Group,7023,1999-03-14T06:29:37Z
842,project,Mosciski LLC,3944,1999-06-10T17:20:00Z
843,Balanced,Zulauf-Keeling,3108,2012-07-10T21:03:58Z
844,global,"Friesen, Ebert and Olson",1180,2019-10-13T06:22:19Z
845,time-frame,"Rodriguez, Konopelski and Johnston",9983,2012-09-17T23:51:44Z
846,didactic,Stark-McClure,3988,2013-11-05T04:02:24Z
847,Optional,Nolan LLC,4699,2018-06-19T23:10:00Z
848,productivity,Altenwerth-Kohler,3086,2011-07-07T17:04:21Z
849,array,Christiansen Group,5942,1999-10-13T06:38:25Z
850,tertiary,"Huels, Emmerich and Daugherty",3623,2013-04-16T17:03:32Z
851,web-enabled,"Bode, Rohan and Kilback",8872,2001-10-04T20:38:06Z
852,utilisation,Stanton Group,7163,2015-04-09T05:10:19Z
853,radical,"Schaden, Connelly and Baumbach",7890,2007-07-13T09:58:57Z
854,User-centric,Schimmel and Sons,6763,2018-12-20T00:21:52Z
855,Business-focused,Bechtelar Group,5565,2011-11-09T21:44:20Z
856,Business-focused,Reinger Inc,3559,2018-01-16T15:19:09Z
857,optimal,Braun-Bogan,8756,2007-02-26T10:20:04Z
858,well-modulated,"Turcotte, Ferry and Leffler",25,2010-03-28T03:10:32Z
859,impactful,Cummerata-Huel,262,2007-04-10T09:21:21Z
860,Networked,"Lind, Altenwerth and Schroeder",4573,2011-04-20T01:55:12Z
861,Networked,Corwin-Kertzmann,9735,2008-07-29T16:46:18Z
862,bandwidth-monitored,Herman-Dickinson,8542,2014-05-02T20:20:31Z
863,utilisation,Hoppe-Daniel,6092,2015-08-15T23:58:23Z
864,Realigned,Lynch-Johnston,3281,2008-08-24T20:14:02Z
865,bottom-line,Walsh-Gerhold,3951,2001-06-17T04:58:41Z
866,stable,"Trantow, Murazik and Hackett",1166,2001-02-08T09:56:47Z
867,Graphical User Interface,Grimes Group,4336,2020-07-02T17:54:12Z
868,coherent,Greenfelder Group,7315,2003-12-31T11:55:38Z
869,dedicated,Hammes Group,4016,2001-12-11T09:33:41Z
870,Advanced,"Daugherty, O'Hara and Sipes",4685,2014-12-02T16:28:34Z
871,Automated,"Berge, Marvin and Mertz",5905,1999-05-27T18:30:33Z
872,orchestration,Runolfsson-Roberts,9683,2015-11-04T17:47:54Z
873,Switchable,Collier Group,2989,2013-06-15T11:33:52Z
874,4th generation,Hackett Inc,3482,2004-10-23T05:33:54Z
875,encryption,Schmidt Group,5587,2010-04-16T14:01:45Z
876,multimedia,Feest Group,9172,2011-05-31T21:36:17Z
877,Multi-channelled,Fritsch and Sons,9171,2016-03-09T20:35:01Z
878,Universal,Mohr-Zieme,4019,2000-04-17T05:34:04Z
879,success,Batz Inc,1215,2005-06-27T15:07:26Z
880,moratorium,"McClure, Bartell and Kling",1722,2000-06-18T13:42:04Z
881,object-oriented,"Swift, Lind and Bartell",6824,2012-12-05T19:55:44Z
882,interface,Stark Inc,4256,2013-09-18T01:31:31Z
883,dynamic,Breitenberg-Abbott,3862,2020-03-07T21:19:41Z
884,attitude,"Carroll, Schowalter and Hudson",8181,2016-07-09T11:54:18Z
885,multi-state,"Hudson, Larkin and Hammes",7279,2001-10-27T00:20:40Z
886,systematic,Bergstrom Inc,6912,2007-04-07T18:29:30Z
887,project,Wintheiser Group,9444,2010-05-23T14:17:18Z
888,moderator,Moore LLC,9733,2004-12-25T13:07:09Z
889,secondary,Rau Inc,4373,2010-02-02T02:29:10Z
890,Profit-focused,Block LLC,5507,2007-05-20T00:38:26Z
891,paradigm,Koch and Sons,4723,2018-09-16T21:51:20Z
892,transitional,Fay Group,8848,2008-08-05T13:36:57Z
893,Multi-channelled,"Osinski, Hodkiewicz and Runte",8796,2019-03-11T15:09:04Z
894,workforce,"Bode, Reynolds and Kuhic",951,2012-10-13T21:33:25Z
895,incremental,Medhurst Inc,7620,2012-12-01T13:54:32Z
896,systematic,"Ritchie, Kohler and Corkery",3885,2001-02-11T16:44:18Z
897,Right-sized,"Nicolas, Rowe and Erdman",9099,2005-02-11T16:10:16Z
898,firmware,Pagac-Treutel,4559,2019-01-08T10:03:03Z
899,project,"Labadie, Prosacco and Wisozk",132,2013-05-05T15:02:32Z
900,policy,White Inc,5431,2019-11-13T03:22:21Z
901,leading edge,Kiehn Inc,5087,2009-09-12T01:06:15Z
902,Total,Schroeder Group,8474,2019-07-04T12:00:02Z
903,Multi-layered,"Gislason, Mraz and Stanton",9386,2010-03-08T22:45:01Z
904,customer loyalty,Roberts and Sons,7454,2006-03-30T17:44:19Z
905,heuristic,Blanda-Pacocha,1073,2006-04-07T12:50:33Z
906,neutral,Mertz Group,9936,2016-08-12T22:50:30Z
907,firmware,"Cummerata, Franecki and Gerlach",6610,2019-06-11T00:00:44Z
908,Enhanced,"Labadie, VonRueden and Hamill",1443,2014-06-07T19:27:56Z
909,conglomeration,Runte-Blanda,2006,2020-09-28T15:56:22Z
910,optimizing,Block and Sons,1683,2017-11-14T08:33:21Z
911,zero administration,Thiel and Sons,3821,2006-06-11T23:09:57Z
912,Synergized,Beahan-Wisoky,7116,2017-12-18T13:52:44Z
913,mission-critical,"Veum, Sanford and Kihn",8855,2004-02-27T23:14:32Z
914,analyzer,"Jones, Cormier and Hackett",2450,2018-01-19T15:09:57Z
915,Multi-lateral,Morar-Collier,7786,2009-03-04T10:31:42Z
916,capability,"Bogan, Ledner and Smith",1676,2011-04-28T17:50:45Z
917,mobile,Ankunding and Sons,6594,2010-05-14T02:43:02Z
918,info-mediaries,Gerlach-Corwin,4581,2009-05-28T07:35:11Z
919,extranet,"Cole, Moore and Haag",5397,2000-11-19T01:18:43Z
920,Versatile,Runte-Padberg,8496,2012-09-27T06:12:51Z
921,contingency,Beatty-Quitzon,9504,2012-06-04T07:35:42Z
922,background,Lesch-Halvorson,6867,2020-05-16T18:11:34Z
923,Universal,Hoeger-Grimes,4799,2008-05-02T04:36:09Z
924,empowering,Swift LLC,8896,2013-08-14T17:53:42Z
925,function,Bins-DuBuque,5228,1999-09-22T03:04:27Z
926,maximized,Becker LLC,8343,2010-10-20T03:10:48Z
927,attitude,Bins-Herman,7580,2006-11-17T13:25:34Z
928,neutral,Toy-Grant,6666,2001-04-12T12:17:53Z
929,definition,Thiel and Sons,3202,2016-06-10T05:32:51Z
930,Triple-buffered,Ankunding LLC,4865,2008-05-13T23:27:54Z
931,Switchable,Runolfsson Inc,8469,2005-01-18T01:46:09Z
932,attitude,Towne LLC,375,2004-07-04T11:59:38Z
933,hierarchy,"Schuster, Hickle and Heathcote",3013,2003-07-22T02:11:17Z
934,process improvement,"Gorczany, Quigley and Durgan",6129,2009-03-29T03:23:05Z
935,project,Hodkiewicz and Sons,193,1999-09-06T15:01:04Z
936,customer loyalty,O'Keefe and Sons,1439,2014-08-04T00:53:48Z
937,Customer-focused,Grant Inc,8999,2005-06-02T09:52:04Z
938,Monitored,"Hackett, Kiehn and Gulgowski",5419,2019-08-21T04:14:44Z
939,knowledge user,Brown-Abernathy,5045,2018-08-12T13:22:26Z
940,support,"Hauck, Hettinger and Gleichner",9108,2002-02-20T20:31:45Z
941,firmware,Boyer and Sons,8043,2005-05-01T23:08:19Z
942,orchestration,Bode-O'Keefe,4731,2017-04-27T02:17:41Z
943,value-added,"Buckridge, Bashirian and Nolan",5955,2000-06-07T17:45:17Z
944,motivating,Armstrong-Funk,6626,2010-07-12T13:11:12Z
945,Secured,Smitham and Sons,3380,2013-08-22T05:20:01Z
946,benchmark,Dooley-Bartell,6713,2004-11-04T23:30:05Z
947,framework,"Thiel, Klocko and McKenzie",4151,2002-02-09T07:01:41Z
948,encoding,"Simonis, Rice and Collins",7584,2003-01-27T05:27:10Z
949,service-desk,Hilpert-Marquardt,2283,2018-11-23T16:52:46Z
950,Re-engineered,Bosco and Sons,2719,2018-11-24T19:59:09Z
951,client-server,"Lowe, Kilback and Russel",4830,2008-10-04T03:23:35Z
952,Operative,Dietrich-Jacobi,4283,2005-11-26T12:38:13Z
953,Open-architected,Grady Inc,6258,2006-08-23T03:42:59Z
954,Adaptive,Gutmann-Wisoky,466,2010-07-23T15:53:20Z
955,attitude-oriented,"Zulauf, Quitzon and Mayert",9827,1999-05-07T14:50:40Z
956,bifurcated,Schroeder-McClure,660,2012-04-17T05:33:19Z
957,heuristic,Lind-Roob,7937,2017-02-25T08:21:39Z
958,Multi-channelled,Nikolaus-Lesch,4237,2019-12-22T14:17:43Z
959,mobile,Bahringer-Klein,5767,2002-10-21T18:38:34Z
960,Inverse,"Quigley, Orn and McDermott",8868,2001-12-24T04:09:55Z
961,Up-sized,"DuBuque, Borer and Shanahan",3946,2000-12-02T08:39:16Z
962,emulation,"Terry, Stanton and Block",4811,2012-03-18T04:43:23Z
963,Universal,"Block, Pouros and Hoppe",6809,2008-09-09T06:39:07Z
964,Function-based,Farrell-Kuphal,2031,2010-09-15T13:50:53Z
965,emulation,Daugherty-Cremin,3994,2008-01-25T13:33:17Z
966,bandwidth-monitored,Christiansen-Schiller,7277,2006-02-12T17:14:19Z
967,Centralized,Dach Inc,6088,2014-06-08T20:46:12Z
968,zero defect,"Grady, Kerluke and Corwin",5854,2007-07-17T04:14:47Z
969,process improvement,Lakin-Torp,6699,2005-05-07T10:45:57Z
970,encompassing,Grimes and Sons,5782,2009-04-13T09:45:01Z
971,analyzer,Bartoletti-Lindgren,5432,2013-12-16T13:17:57Z
972,national,Considine LLC,6672,2013-08-10T06:58:56Z
973,open system,Bergnaum-Beahan,7952,2000-08-02T18:13:26Z
974,methodical,Rohan-Heller,7564,2003-06-17T16:57:58Z
975,Distributed,"Zboncak, Gerlach and Walker",2001,2003-07-09T00:21:49Z
976,infrastructure,Hills-McKenzie,2576,2016-05-02T13:14:13Z
977,middleware,"Metz, Erdman and Thompson",5699,2014-10-19T14:04:58Z
978,coherent,"Lakin, Mosciski and White",1933,2020-07-11T12:48:33Z
979,Visionary,Pacocha and Sons,8005,2015-07-05T22:05:15Z
980,flexibility,Kris Inc,6784,2015-12-08T19:52:49Z
981,transitional,Abbott Group,5800,2004-04-12T16:02:51Z
982,explicit,Kuhlman-Rice,2240,2007-06-07T18:24:28Z
983,time-frame,Green LLC,8063,2007-10-17T10:33:56Z
984,analyzer,"Casper, Fahey and Berge",5770,2015-08-18T00:41:40Z
985,Expanded,Pollich and Sons,4105,2017-04-21T06:30:47Z
986,secondary,Hamill-Ullrich,2100,2000-12-23T06:55:30Z
987,Inverse,Smith-Ziemann,71,2014-02-01T03:50:17Z
988,high-level,Emmerich Inc,4926,2003-02-04T08:35:30Z
989,matrix,"Bechtelar, Corwin and Klein",6442,2009-05-29T06:21:16Z
990,didactic,Hodkiewicz Group,7647,2009-06-21T08:11:38Z
991,web-enabled,"Okuneva, Kirlin and Littel",3425,2018-12-26T13:50:39Z
992,regional,"Breitenberg, Schiller and Wisoky",1421,2021-03-07T19:11:47Z
993,24 hour,"Crona, Bednar and Gleichner",6397,2010-04-03T21:56:14Z
994,Optimized,Kuvalis LLC,7229,2018-10-26T06:59:06Z
995,methodology,Kris and Sons,2828,2013-01-08T09:14:39Z
996,Synchronised,Bernier-Leannon,8550,2017-07-07T00:29:45Z
997,dedicated,Bruen and Sons,1259,2004-01-18T14:28:48Z
998,instruction set,"Rogahn, Waters and Metz",4589,2003-03-20T14:04:33Z
999,migration,"Schneider, Bins and Ward",6789,2020-07-25T11:15:05Z
1000,infrastructure,"Gleason, Schultz and Aufderhar",213,2001-06-28T19:30:16Z
